bucket,frequency
11.489999999999998,1
11.600583333333333,4
11.711166666666665,9
11.821749999999998,20
11.932333333333332,29
12.042916666666667,25
12.1535,18
12.264083333333332,4
12.374666666666666,0
12.48525,2
