bucket,frequency
11.489999999999998,1
11.545291666666666,0
11.600583333333333,4
11.655874999999998,0
11.711166666666665,5
11.766458333333333,4
11.821749999999998,4
11.877041666666665,16
11.932333333333332,11
11.987625,18
12.042916666666667,11
12.098208333333332,14
12.1535,11
12.208791666666666,7
12.264083333333332,3
12.319374999999999,1
12.374666666666666,0
12.429958333333333,0
12.48525,1
12.540541666666666,1
